video,subject,action,viewpoint
a09/v02_s08_e03.avi,8,9,2
a09/v02_s03_e00.avi,3,9,2
a09/v01_s03_e00.avi,3,9,1
a09/v01_s03_e04.avi,3,9,1
a09/v02_s03_e04.avi,3,9,2
a09/v02_s06_e02.avi,6,9,2
a09/v01_s06_e02.avi,6,9,1
a09/v01_s02_e02.avi,2,9,1
a09/v02_s02_e02.avi,2,9,2
a09/v01_s04_e04.avi,4,9,1
a09/v02_s04_e04.avi,4,9,2
a09/v01_s01_e03.avi,1,9,1
a09/v02_s01_e03.avi,1,9,2
a09/v01_s06_e00.avi,6,9,1
a09/v02_s06_e00.avi,6,9,2
a11/v01_s10_e00.avi,10,7,1
a11/v02_s10_e00.avi,10,7,2
a11/v01_s08_e04.avi,8,7,1
a11/v02_s08_e04.avi,8,7,2
a11/v01_s09_e03.avi,9,7,1
a11/v02_s09_e03.avi,9,7,2
a11/v01_s08_e00.avi,8,7,1
a11/v02_s08_e00.avi,8,7,2
a11/v02_s01_e01.avi,1,7,2
a11/v01_s01_e01.avi,1,7,1
a11/v02_s03_e01.avi,3,7,2
a11/v01_s03_e01.avi,3,7,1
a11/v01_s07_e02.avi,7,7,1
a11/v02_s07_e02.avi,7,7,2
a11/v01_s10_e01.avi,10,7,1
a11/v02_s10_e01.avi,10,7,2
a11/v01_s02_e00.avi,2,7,1
a11/v02_s02_e00.avi,2,7,2
a11/v02_s02_e03.avi,2,7,2
a11/v01_s02_e03.avi,2,7,1
a11/v01_s08_e01.avi,8,7,1
a11/v02_s08_e01.avi,8,7,2
a11/v02_s10_e03.avi,10,7,2
a11/v01_s10_e03.avi,10,7,1
a11/v01_s09_e01.avi,9,7,1
a11/v02_s09_e01.avi,9,7,2
a11/v01_s01_e02.avi,1,7,1
a11/v02_s01_e02.avi,1,7,2
a11/v02_s04_e00.avi,4,7,2
a11/v01_s04_e00.avi,4,7,1
a11/v02_s07_e01.avi,7,7,2
a11/v01_s07_e01.avi,7,7,1
a11/v02_s04_e02.avi,4,7,2
a11/v01_s04_e02.avi,4,7,1
a11/v01_s07_e00.avi,7,7,1
a11/v02_s07_e00.avi,7,7,2
a11/v01_s02_e04.avi,2,7,1
a11/v02_s02_e04.avi,2,7,2
a11/v02_s01_e04.avi,1,7,2
a11/v01_s01_e04.avi,1,7,1
a11/v01_s09_e00.avi,9,7,1
a11/v02_s09_e00.avi,9,7,2
a11/v02_s01_e00.avi,1,7,2
a11/v01_s01_e00.avi,1,7,1
a11/v01_s09_e02.avi,9,7,1
a11/v02_s09_e02.avi,9,7,2
a11/v01_s04_e03.avi,4,7,1
a11/v02_s04_e03.avi,4,7,2
a11/v01_s07_e03.avi,7,7,1
a11/v02_s07_e03.avi,7,7,2
a11/v01_s02_e01.avi,2,7,1
a11/v02_s02_e01.avi,2,7,2
a11/v01_s03_e02.avi,3,7,1
a11/v02_s03_e02.avi,3,7,2
a11/v01_s10_e02.avi,10,7,1
a11/v02_s10_e02.avi,10,7,2
a11/v02_s06_e03.avi,6,7,2
a11/v01_s06_e03.avi,6,7,1
a11/v02_s03_e03.avi,3,7,2
a11/v01_s03_e03.avi,3,7,1
a11/v01_s06_e01.avi,6,7,1
a11/v02_s06_e01.avi,6,7,2
a11/v02_s08_e02.avi,8,7,2
a11/v01_s08_e02.avi,8,7,1
a11/v01_s04_e01.avi,4,7,1
a11/v02_s04_e01.avi,4,7,2
a11/v01_s08_e03.avi,8,7,1
a11/v02_s08_e03.avi,8,7,2
a11/v02_s03_e00.avi,3,7,2
a11/v01_s03_e00.avi,3,7,1
a11/v01_s03_e04.avi,3,7,1
a11/v02_s03_e04.avi,3,7,2
a11/v02_s06_e02.avi,6,7,2
a11/v01_s06_e02.avi,6,7,1
a11/v01_s02_e02.avi,2,7,1
a11/v02_s02_e02.avi,2,7,2
a11/v01_s01_e03.avi,1,7,1
a11/v02_s01_e03.avi,1,7,2
a11/v01_s06_e00.avi,6,7,1
a11/v02_s06_e00.avi,6,7,2
a12/v01_s10_e00.avi,10,10,1
a12/v02_s10_e00.avi,10,10,2
a12/v01_s08_e04.avi,8,10,1
a12/v02_s08_e04.avi,8,10,2
a12/v01_s08_e00.avi,8,10,1
a12/v02_s08_e00.avi,8,10,2
a12/v02_s01_e01.avi,1,10,2
a12/v01_s01_e01.avi,1,10,1
a12/v02_s03_e01.avi,3,10,2
a12/v01_s03_e01.avi,3,10,1
a12/v01_s07_e02.avi,7,10,1
a12/v02_s07_e02.avi,7,10,2
a12/v01_s10_e01.avi,10,10,1
a12/v02_s10_e01.avi,10,10,2
a12/v01_s02_e00.avi,2,10,1
a12/v02_s02_e00.avi,2,10,2
a12/v02_s02_e03.avi,2,10,2
a12/v01_s02_e03.avi,2,10,1
a12/v01_s08_e01.avi,8,10,1
a12/v02_s08_e01.avi,8,10,2
a12/v02_s10_e03.avi,10,10,2
a12/v01_s10_e03.avi,10,10,1
a12/v01_s01_e02.avi,1,10,1
a12/v02_s01_e02.avi,1,10,2
a12/v02_s04_e00.avi,4,10,2
a12/v01_s04_e00.avi,4,10,1
a12/v02_s07_e01.avi,7,10,2
a12/v01_s07_e01.avi,7,10,1
a12/v02_s04_e02.avi,4,10,2
a12/v01_s04_e02.avi,4,10,1
a12/v01_s07_e00.avi,7,10,1
a12/v02_s07_e00.avi,7,10,2
a12/v01_s02_e04.avi,2,10,1
a12/v02_s02_e04.avi,2,10,2
a12/v01_s06_e04.avi,6,10,1
a12/v02_s06_e04.avi,6,10,2
a12/v02_s01_e04.avi,1,10,2
a12/v01_s01_e04.avi,1,10,1
a12/v01_s10_e04.avi,10,10,1
a12/v02_s10_e04.avi,10,10,2
a12/v02_s01_e00.avi,1,10,2
a12/v01_s01_e00.avi,1,10,1
a12/v01_s04_e03.avi,4,10,1
a12/v02_s04_e03.avi,4,10,2
a12/v01_s07_e03.avi,7,10,1
a12/v02_s07_e03.avi,7,10,2
a12/v01_s02_e01.avi,2,10,1
a12/v02_s02_e01.avi,2,10,2
a12/v01_s03_e02.avi,3,10,1
a12/v02_s03_e02.avi,3,10,2
a12/v01_s10_e02.avi,10,10,1
a12/v02_s10_e02.avi,10,10,2
a12/v02_s06_e03.avi,6,10,2
a12/v01_s06_e03.avi,6,10,1
a12/v02_s03_e03.avi,3,10,2
a12/v01_s03_e03.avi,3,10,1
a12/v02_s07_e04.avi,7,10,2
a12/v01_s07_e04.avi,7,10,1
a12/v01_s06_e01.avi,6,10,1
a12/v02_s06_e01.avi,6,10,2
a12/v02_s08_e02.avi,8,10,2
a12/v01_s08_e02.avi,8,10,1
a12/v01_s04_e01.avi,4,10,1
a12/v02_s04_e01.avi,4,10,2
a12/v01_s08_e03.avi,8,10,1
a12/v02_s08_e03.avi,8,10,2
a12/v02_s03_e00.avi,3,10,2
a12/v01_s03_e00.avi,3,10,1
a12/v02_s06_e02.avi,6,10,2
a12/v01_s06_e02.avi,6,10,1
a12/v01_s02_e02.avi,2,10,1
a12/v02_s02_e02.avi,2,10,2
a12/v01_s04_e04.avi,4,10,1
a12/v02_s04_e04.avi,4,10,2
a12/v01_s01_e03.avi,1,10,1
a12/v02_s01_e03.avi,1,10,2
